application_date,permit_status,permit_type,event_category,event_sub_category,name_of_event,year_month_app,event_start_date,event_end_date,event_location_park,event_location_neighborhood,council_district,precinct,organization,attendance
06/22/2016 12:00:00 AM,Complete,Special Event,Community,,Dragon Fest 2016,S16JY361,07/16/2016 12:00:00 AM,07/17/2016 12:00:00 AM,,International District,2,West,Chinatown-International District Business Improvement Area,15400.0
09/30/2016 12:00:00 AM,Complete,Special Event,Community,,The 30th Annual Great Figgy Pudding Caroling Competition,S16DE484,12/02/2016 12:00:00 AM,12/02/2016 12:00:00 AM,,Downtown,7,West,Pike Market Senior Center & Food Bank,9000.0
09/30/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - ACT Theatre,S16OC485,10/14/2016 12:00:00 AM,10/14/2016 12:00:00 AM,,Downtown,7,West,Red Carpet Valet,90.0
10/03/2016 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Seattle Children's Marathon,S16NO486,11/26/2016 12:00:00 AM,11/26/2016 12:00:00 AM,,Queen Anne,7,West,Seattle Marathon Association,3700.0
10/03/2016 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Seattle Marathon,S16NO487,11/27/2016 12:00:00 AM,11/27/2016 12:00:00 AM,,Multiple Neighborhoods,2;3;7,East;South;West,Seattle Marathon Association,10500.0
06/23/2016 12:00:00 AM,Complete,Special Event,Commercial,,PAX West,S16SE362,09/02/2016 12:00:00 AM,09/05/2016 12:00:00 AM,,Downtown,7,West,WSCC,100000.0
06/24/2016 12:00:00 AM,Complete,Charter Vessel,,,Venture Charters - Joker,CV16JY363,07/04/2016 12:00:00 AM,07/04/2016 12:00:00 AM,,Wallingford,4,North,Venture Charters Inc,30.0
06/24/2016 12:00:00 AM,Cancelled,Special Event,Community,,Art Rising,S16SE364,09/17/2016 12:00:00 AM,09/17/2016 12:00:00 AM,,South Lake Union,7,West,South Lake Union Chamber of Commerce,4050.0
06/27/2016 12:00:00 AM,Cancelled,Special Event,Community,,Music in the Park (7.21),S16JY365,07/21/2016 12:00:00 AM,07/21/2016 12:00:00 AM,,Madison Park,3,East,Madison Park Business Association,610.0
06/27/2016 12:00:00 AM,Cancelled,Special Event,Community,,Music in the Park (7.28),S16JY366,07/28/2016 12:00:00 AM,07/28/2016 12:00:00 AM,,Madison Park,3,East,Madison Park Business Association,610.0
06/27/2016 12:00:00 AM,Cancelled,Special Event,Community,,Music in the Park (8.4),S16AU367,08/04/2016 12:00:00 AM,08/04/2016 12:00:00 AM,,Madison Park,3,East,Madison Park Business Association,610.0
06/27/2016 12:00:00 AM,Cancelled,Special Event,Community,,Music in the Park (8.11),S16AU368,08/11/2016 12:00:00 AM,08/11/2016 12:00:00 AM,,Madison Park,3,East,Madison Park Business Association,610.0
06/27/2016 12:00:00 AM,Cancelled,Special Event,Commercial,,Daybreak Festival,S16AU369,08/27/2016 12:00:00 AM,08/27/2016 12:00:00 AM,,Ballard,6,North,"Daybreak, LLC",2100.0
06/28/2016 12:00:00 AM,Complete,Special Event,Community,,R-Day,S16OC370,10/22/2016 12:00:00 AM,10/22/2016 12:00:00 AM,,Sodo,2,South,KEXP and Boldhat Productions,3020.0
06/28/2016 12:00:00 AM,Complete,Special Event,Community,,Live in D5,S16AU371,08/13/2016 12:00:00 AM,08/13/2016 12:00:00 AM,,Northgate,5,North,"City of Seattle, City Council Member Debora Juarez",110.0
06/28/2016 12:00:00 AM,Complete,Special Event,Commercial,,Boats Afloat Show,S16SE372,09/14/2016 12:00:00 AM,09/18/2016 12:00:00 AM,,South Lake Union,3,West,Northwest Yacht Brokers Association,6350.0
06/28/2016 12:00:00 AM,Cancelled,Special Event,Commercial,,Miss DiJulio Hydro Rally,S16AU373,08/02/2016 12:00:00 AM,08/02/2016 12:00:00 AM,,Downtown,7,West,"Miss DiJulio Racing, LLC",151.0
06/29/2016 12:00:00 AM,Cancelled,Special Event,Commercial,,Baby and Co 40th Anniversary Celebration,S16SE374,09/09/2016 12:00:00 AM,09/09/2016 12:00:00 AM,,Downtown,7,West,Baby & Company,125.0
06/29/2016 12:00:00 AM,Complete,Special Event,Commercial,,Corson Building Wedding 7.23,S16JY375,07/23/2016 12:00:00 AM,07/23/2016 12:00:00 AM,,Georgetown,2,South,The Corson Building,105.0
06/30/2016 12:00:00 AM,Complete,Charter Vessel,,,"Seattle Ferry Services, LLC",CV16JY376,07/04/2016 12:00:00 AM,07/04/2016 12:00:00 AM,,Wallingford,4,North,"Seattle Ferry Services, LLC",42.0
06/30/2016 12:00:00 AM,Complete,Special Event,Athletic,Water,Head of the Lake,S16NO377,11/06/2016 12:00:00 AM,11/06/2016 12:00:00 AM,,South Lake Union,2,West,Lake Washington Rowing Club,2300.0
06/29/2016 12:00:00 AM,Complete,Special Event,Commercial,,VA Puget Sound Health Care System Employee Appreciation Picnic,S16AU378,08/16/2016 12:00:00 AM,08/16/2016 12:00:00 AM,,Beacon Hill,2,South,VA Puget Sound Health Care System,950.0
06/30/2016 12:00:00 AM,Cancelled,Special Event,Free Speech,,Night Light,S16SE379,09/17/2016 12:00:00 AM,09/17/2016 12:00:00 AM,,Bitter Lake,5,North,REST (Real Escape from the Sex Trade),200.0
07/01/2016 12:00:00 AM,Complete,Special Event,Commercial,,Great Pumpkin Beer Festival,S16OC380,10/08/2016 12:00:00 AM,10/08/2016 12:00:00 AM,,Sodo,2,West,Elysian Brewing,10000.0
07/01/2016 12:00:00 AM,Complete,Special Event,Commercial,,EPOCH shows at Bad Jimmy's Brewing Co,S16AU381,08/12/2016 12:00:00 AM,08/12/2016 12:00:00 AM,,Ballard,6,North,Kellyco Enterprises,420.0
07/01/2016 12:00:00 AM,Complete,Special Event,Community,,Mount Baker Town Center: the Design Change Street Festival!,S16SE382,09/18/2016 12:00:00 AM,09/18/2016 12:00:00 AM,,Mount Baker,2,South,"Friends of Mt Baker Town Center (sponsored by Seattle Parks Foundation), with Mt Baker Hub Business Association",315.0
07/01/2016 12:00:00 AM,Complete,Special Event,Community,,Up Your Ave,S16SE383,09/29/2016 12:00:00 AM,09/29/2016 12:00:00 AM,,University District,4,North,The U District Partnership,1025.0
07/05/2016 12:00:00 AM,Complete,Special Event,Commercial,,Macefield Music Festival,S16OC384,10/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,,Ballard,6,North,"Macefield Music Festival, LLC",925.0
07/05/2016 12:00:00 AM,Complete,Special Event,Community,,Van Haven,S16SE385,09/10/2016 12:00:00 AM,09/10/2016 12:00:00 AM,,Georgetown,2,South,TNE Network,550.0
07/06/2016 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Seattle Marathon 10K Race,S16AU386,08/26/2016 12:00:00 AM,08/27/2016 12:00:00 AM,,Fremont,4;6,North,Seattle Marathon Association,1600.0
07/07/2016 12:00:00 AM,Complete,Special Event,Commercial,,First Place Breakfast on the Beach with Luvo Inc and Russell Wilson,S16JY387,07/18/2016 12:00:00 AM,07/18/2016 12:00:00 AM,Gas Works Park,Wallingford,4,North,First Place,
07/08/2016 12:00:00 AM,Cancelled,Special Event,Community,,Chinatown International District Block Party,S16AU388,08/28/2016 12:00:00 AM,08/28/2016 12:00:00 AM,,International District,2,West,Seattle Chinatown International District Preservation and Development Authority,500.0
07/08/2016 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Light the Night Walk,S16OC389,10/22/2016 12:00:00 AM,10/22/2016 12:00:00 AM,,Lower Queen Anne,7,West,Leukemia & Lymphoma Society,2100.0
07/13/2016 12:00:00 AM,Complete,Special Event,Commercial,,NFL Sponsor Appreciation Event,S16OC390,10/16/2016 12:00:00 AM,10/16/2016 12:00:00 AM,,Sodo,2,West,The Travelers Inc/National Event Pros,315.0
07/13/2016 12:00:00 AM,Complete,Special Event,Free Speech,,St. Gebreal Ethiopian Orthodox Celebration,S16JY391,07/24/2016 12:00:00 AM,07/24/2016 12:00:00 AM,,Central District,2,West,St. Gebreal Ethiopian Orthodox Church,710.0
07/13/2016 12:00:00 AM,Cancelled,Special Event,Community,,Rave Foundation Occidental Square Event,S16AU392,08/21/2016 12:00:00 AM,08/21/2016 12:00:00 AM,,Pioneer Square,2,West,RAVE Foundation,160.0
07/13/2016 12:00:00 AM,Complete,Special Event,Community,,Seattle Greek Festival,S16OC393,10/07/2016 12:00:00 AM,10/09/2016 12:00:00 AM,,Montlake,3,North,St. Demetrios Greek Orthodox Church,4500.0
07/14/2016 12:00:00 AM,Complete,Special Event,Community,,Kawabe SummerFest!,S16AU394,08/28/2016 12:00:00 AM,08/28/2016 12:00:00 AM,,Central District,3,East,Kawabe Memorial House,500.0
07/14/2016 12:00:00 AM,Cancelled,Special Event,Athletic,Run/Walk,PAX 5K,S16SE395,09/01/2016 12:00:00 AM,09/01/2016 12:00:00 AM,,South Lake Union,3,West,Run for Good Racing Co. / Reed Pop,310.0
11/09/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Holy Names Academy,S16DE511,12/03/2016 12:00:00 AM,12/03/2016 12:00:00 AM,,Capitol Hill,3,East,Red Carpet Valet,100.0
04/13/2016 12:00:00 AM,Complete,Special Event,Community,,Seattle Seafair Pirate Landing,S16JU247,06/25/2016 12:00:00 AM,06/25/2016 12:00:00 AM,Alki Beach,West Seattle,1,West,Seattle Seafair Pirates,3100.0
04/13/2016 12:00:00 AM,Complete,Special Event,Community,,Seattle Children's Health Fair,S16SE248,09/10/2016 12:00:00 AM,09/10/2016 12:00:00 AM,,Cascade,7,West,Seattle Children's,1650.0
04/14/2016 12:00:00 AM,Complete,Special Event,Athletic,Cycling,Obliteride,S16AU249,08/12/2016 12:00:00 AM,08/14/2016 12:00:00 AM,Gas Works Park,Cascade,1;2;3;4;6;7,North;West,Fred Hutchinson Cancer Research Center,5400.0
04/15/2016 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,SummeRun&Walk,S16JY250,07/17/2016 12:00:00 AM,07/17/2016 12:00:00 AM,,First Hill,3,West,Swedish Medical Center Foundation,2950.0
04/18/2016 12:00:00 AM,Complete,Special Event,Free Speech,,International Workers Day March and Rally,S16MY251,05/01/2016 12:00:00 AM,05/01/2016 12:00:00 AM,Judkins Park,Central District,3,East,El -Comite - May 1st Action Coalition,550.0
04/18/2016 12:00:00 AM,Complete,Special Event,Athletic,Water,Seattle Dragon Boat Festival,S16JY252,07/30/2016 12:00:00 AM,07/30/2016 12:00:00 AM,,South Lake Union,7,West,Paddlepult,1600.0
04/22/2016 12:00:00 AM,Complete,Special Event,Commercial,,Festival of Fountains - (Street Use),S16JY253,07/22/2016 12:00:00 AM,07/22/2016 12:00:00 AM,,Queen Anne,7,West,Pacific Science Center,850.0
04/22/2016 12:00:00 AM,In Process,Special Event,Citywide,,Seafair Summer Fourth,S16JY254,07/04/2016 12:00:00 AM,07/04/2016 12:00:00 AM,Gas Works Park,Wallingford,4,North,Seafair,65020.0
04/22/2016 12:00:00 AM,Complete,Special Event,Community,,Seafair Milk Carton Derby,S16JY255,07/16/2016 12:00:00 AM,07/16/2016 12:00:00 AM,,Green Lake,6,North,Seafair,4150.0
04/22/2016 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Swedish Seafair Triathlon,S16JY256,07/23/2016 12:00:00 AM,07/24/2016 12:00:00 AM,,Seward Park,2;3,South,Seafair,3350.0
04/22/2016 12:00:00 AM,In Process,Special Event,Citywide,,Torchlight Parade at Seafair,S16JY257,07/30/2016 12:00:00 AM,07/30/2016 12:00:00 AM,,Downtown,7,West,Seafair,251000.0
05/05/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Fremont Foundry,S16MY285,05/11/2016 12:00:00 AM,05/11/2016 12:00:00 AM,,Fremont,6,North,Red Carpet Valet,100.0
05/05/2016 12:00:00 AM,Cancelled,Special Event,Commercial,,Starbucks - Sounders Pride Party,S16JU286,06/25/2016 12:00:00 AM,06/25/2016 12:00:00 AM,,Sodo,2,South,Starbucks,875.0
08/09/2016 12:00:00 AM,Complete,Special Event,Community,,MBCC's Day in the Park Event,S16SE431,09/11/2016 12:00:00 AM,09/11/2016 12:00:00 AM,,Mount Baker,2,South,Mount Baker Community Club,350.0
10/04/2016 12:00:00 AM,Complete,Special Event,Community,,Magnolia Winterfest,S16NO488,11/26/2016 12:00:00 AM,11/26/2016 12:00:00 AM,,Magnolia,7,West,Magnolia Chamber of Commerce,530.0
10/05/2016 12:00:00 AM,Complete,Special Event,Community,,All Hands,S16NO489,11/03/2016 12:00:00 AM,11/03/2016 12:00:00 AM,,Multiple Neighborhoods,7,West,Spplus,2940.0
10/10/2016 12:00:00 AM,Complete,Special Event,Community,,2016 Tree Lighting Celebration,S16NO490,11/25/2016 12:00:00 AM,11/25/2016 12:00:00 AM,,Downtown,7,West,Downtown Seattle Association,3000.0
10/11/2016 12:00:00 AM,In Process,Special Event,Commercial,,Seattle Symphony Open Rehearsal,S16OC491,10/13/2016 12:00:00 AM,10/13/2016 12:00:00 AM,,Downtown,7,West,Seattle Symphony,1300.0
10/10/2016 12:00:00 AM,Complete,Special Event,Community,,Dog-o-ween,S16OC492,10/22/2016 12:00:00 AM,10/22/2016 12:00:00 AM,Bell Street Park,Belltown,7,West,Seattle Parks and Recreation,250.0
10/12/2016 12:00:00 AM,Complete,Valet Parking,,,Butler Valet - Palace Ballroom (10.12),S16OC493,10/15/2016 12:00:00 AM,10/15/2016 12:00:00 AM,,Downtown,7,West,Butler Valet,60.0
10/12/2016 12:00:00 AM,Complete,Special Event,Community,,Seattle Symphony Friday Matinees concert (11.18),S16NO494,11/18/2016 12:00:00 AM,11/18/2016 12:00:00 AM,,Downtown,7,West,Seattle Symphony/Benaroya Hall,329.0
11/10/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Fred Lind Manor,S16NO512,11/16/2016 12:00:00 AM,11/16/2016 12:00:00 AM,,Capitol Hill,3,East,Red Carpet Valet,25.0
11/14/2016 12:00:00 AM,Complete,Valet Parking,,,Butler Valet - Tiger Oak Publications Fremont Studios,S16NO513,11/17/2016 12:00:00 AM,11/17/2016 12:00:00 AM,,Fremont,6,North,Butler Valet,300.0
11/14/2016 12:00:00 AM,Complete,Valet Parking,,,Butlet Valet - Seattle Aquarium - Grinstein Memorial,S16NO514,11/20/2016 12:00:00 AM,11/20/2016 12:00:00 AM,,Downtown,7,West,Butler Valet,150.0
11/15/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - The Ruins,S16NO515,11/26/2016 12:00:00 AM,11/26/2016 12:00:00 AM,,Queen Anne,7,West,Red Carpet Valet,20.0
11/15/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Sitka and Spruce,S16DE516,12/07/2016 12:00:00 AM,12/07/2016 12:00:00 AM,,Downtown,7,West,Red Carpet Valet,80.0
04/08/2016 12:00:00 AM,Complete,Special Event,Community,,Umoja Fest Africatown Heritage Festival Rally,S16AU236,08/05/2016 12:00:00 AM,08/07/2016 12:00:00 AM,,Central District,3,East,Umoja Fest,4000.0
04/25/2016 12:00:00 AM,Complete,Special Event,Community,,McDonald International Elementary School International Night,S16MY258,05/07/2016 12:00:00 AM,05/07/2016 12:00:00 AM,,Wallingford,4,North,McDonald International Elementary School,850.0
04/25/2016 12:00:00 AM,Complete,Special Event,Community,,Admiral 4th of July Kids Parade,S16JY259,07/04/2016 12:00:00 AM,07/04/2016 12:00:00 AM,Hamilton Viewpoint Park,West Seattle,1,Southwest,FIT4MOM West Seattle,910.0
04/25/2016 12:00:00 AM,Complete,Special Event,Community,,Rainier Valley Heritage Festival,S16AU260,08/13/2016 12:00:00 AM,08/13/2016 12:00:00 AM,,Rainier Valley,2,South,Rainier Chamber Foundation,3020.0
04/25/2016 12:00:00 AM,Complete,Special Event,Community,,Rainier Valley Heritage Festival Parade,S16AU261,08/13/2016 12:00:00 AM,08/13/2016 12:00:00 AM,,Rainier Valley,2,South,Rainier Chamber Foundation,3020.0
05/09/2016 12:00:00 AM,Cancelled,Special Event,Community,,Renegade Craft Fair,S16JY262,07/23/2016 12:00:00 AM,07/24/2016 12:00:00 AM,Magnuson Park,Sand Point,4,North,"Renegade Craft Fair, Inc.",2164.0
04/25/2016 12:00:00 AM,Complete,Special Event,Community,,Greaseball,S16AU263,08/14/2016 12:00:00 AM,08/14/2016 12:00:00 AM,,Sodo,2,South,"Sea Deli, Inc",325.0
04/26/2016 12:00:00 AM,Cancelled,Special Event,Athletic,Water,Takarabune Regatta,S16MY264,05/01/2016 12:00:00 AM,05/03/2016 12:00:00 AM,,South Lake Union,3;7,West,Seattle Yacht Club,150.0
04/26/2016 12:00:00 AM,Complete,Special Event,Commercial,,Julia's Broadway Pride Event,S16JU265,06/25/2016 12:00:00 AM,06/26/2016 12:00:00 AM,,Capitol Hill,3,East,Julia's on Broadway,120.0
04/27/2016 12:00:00 AM,Complete,Special Event,Community,,Craig Wilson Queen Anne Days Kiddies Parade,S16JY266,07/09/2016 12:00:00 AM,07/09/2016 12:00:00 AM,,Queen Anne,4,West,The Queen Anne Chamber of Commerce,160.0
04/27/2016 12:00:00 AM,Complete,Special Event,Commercial,,Outlines,S16JY267,07/01/2016 12:00:00 AM,07/01/2016 12:00:00 AM,,Sodo,2,South,Upper Left,1600.0
04/28/2016 12:00:00 AM,Complete,Special Event,Community,,Block Party @ The Station,S16JU270,06/18/2016 12:00:00 AM,06/18/2016 12:00:00 AM,,Beacon Hill,2,South,Beacon Arts,312.0
04/28/2016 12:00:00 AM,Complete,Special Event,Community,,Big Day Of Play,S16AU271,08/13/2016 12:00:00 AM,08/13/2016 12:00:00 AM,,Rainier Valley,2,South,City of Seattle Parks and Recreation Department,2500.0
04/28/2016 12:00:00 AM,Complete,Special Event,Community,,SLU Saturday Market,S16MY272,05/14/2016 12:00:00 AM,09/24/2016 12:00:00 AM,,South Lake Union,7,West,NW Market Places,1005.0
04/29/2016 12:00:00 AM,Complete,Special Event,Commercial,,Fuel Outdoor Beer Garden (6.2),S16JU273,06/02/2016 12:00:00 AM,06/02/2016 12:00:00 AM,,Sodo,7,South,Fuel Sports Eats and Beats,420.0
05/04/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Chihuly Boat House (6.18),S16JU280,06/18/2016 12:00:00 AM,06/18/2016 12:00:00 AM,,Wallingford,4,North,Red Carpet Valet,200.0
05/04/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Seattle Children's Theater,S16MY281,05/16/2016 12:00:00 AM,05/16/2016 12:00:00 AM,,Queen Anne,7,West,Red Carpet Valet,175.0
05/04/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Zoe Events,S16JU282,06/02/2016 12:00:00 AM,06/02/2016 12:00:00 AM,,Capitol Hill,3,East,Red Carpet Valet,25.0
05/04/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Jewish Federation,S16MY283,05/19/2016 12:00:00 AM,05/19/2016 12:00:00 AM,,First Hill,3,East,Red Carpet Valet,70.0
05/04/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - The Sanctuary,S16MY284,05/21/2016 12:00:00 AM,05/21/2016 12:00:00 AM,,West Seattle,1,Southwest,Red Carpet Valet,80.0
11/17/2016 12:00:00 AM,Complete,Special Event,Community,,SOURCE_NYE,S16DE517,12/31/2016 12:00:00 AM,12/31/2016 12:00:00 AM,,Sodo,2,West,Upper Left,1000.0
04/27/2016 12:00:00 AM,Complete,Special Event,Community,,Magnolia Village Car Show,S16AU268,08/13/2016 12:00:00 AM,08/13/2016 12:00:00 AM,,Magnolia,7,West,Werner's Crash Shop/Magnolia Chamber of Commerce,880.0
04/28/2016 12:00:00 AM,Complete,Special Event,Commercial,,Sunset Supper at Pike Place Market,S16AU269,08/12/2016 12:00:00 AM,08/12/2016 12:00:00 AM,,Downtown,7,West,Market Foundation,1600.0
11/17/2016 12:00:00 AM,Complete,Special Event,Free Speech,,"Our Lady of Guadalupe, Mother of the Americas Celebration",S16DE518,12/03/2016 12:00:00 AM,12/03/2016 12:00:00 AM,,Central District,3,East,Catholic Corporation of the Archdiocese of Seattle,1060.0
11/28/2016 12:00:00 AM,Complete,Special Event,Free Speech,,Seattle Women March Against Hate,S16DE519,12/03/2016 12:00:00 AM,12/03/2016 12:00:00 AM,,Capitol Hill,3,East,,2030.0
11/29/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Paramount Theater,S16DE520,12/02/2016 12:00:00 AM,12/02/2016 12:00:00 AM,,Downtown,7,West,Red Carpet Valet,100.0
12/05/2016 12:00:00 AM,In Process,Valet Parking,,,Butler Valet - Memorial - The Ruins,S16DE521,12/07/2016 12:00:00 AM,12/07/2016 12:00:00 AM,,Queen Anne,7,West,Butler Valet,150.0
12/05/2016 12:00:00 AM,Complete,Valet Parking,,,Butler Valet - Luncheon - The Ruins,S16DE522,12/09/2016 12:00:00 AM,12/09/2016 12:00:00 AM,,Queen Anne,7,West,Butler Valet,100.0
12/05/2016 12:00:00 AM,Complete,Valet Parking,,,Butler Valet - Holiday Party - The Foundry by Herban Feast,S16DE523,12/09/2016 12:00:00 AM,12/09/2016 12:00:00 AM,,Sodo,2,West,Butler Valet,250.0
12/05/2016 12:00:00 AM,Complete,Valet Parking,,,Butler Valet - Waste Management - The Foundry by Herban Feast,S16DE524,12/08/2016 12:00:00 AM,12/08/2016 12:00:00 AM,,Sodo,2,West,Butler Valet,200.0
12/06/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Axis Pioneer Square,S16DE525,12/14/2016 12:00:00 AM,12/14/2016 12:00:00 AM,,Pioneer Square,7,West,Red Carpet Valet,75.0
12/06/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Showbox Seattle,S16DE526,12/17/2016 12:00:00 AM,12/17/2016 12:00:00 AM,,Downtown,7,West,Red Carpet Valet,60.0
12/06/2016 12:00:00 AM,Complete,Special Event,Community,,SLU Winter Market,S16DE527,12/15/2016 12:00:00 AM,12/15/2016 12:00:00 AM,,South Lake Union,3,West,Amazon Global Real Estate and Facilities / Urban Craft Uprising,780.0
12/12/2016 12:00:00 AM,In Process,Special Event,Citywide,,MLS Cup Championship March and Rally,S16DE528,12/13/2016 12:00:00 AM,12/13/2016 12:00:00 AM,,Downtown,7,West,Seattle Sounders FC,23300.0
12/16/2016 12:00:00 AM,Complete,Special Event,Free Speech,,March for Aleppo,S16DE529,12/16/2016 12:00:00 AM,12/16/2016 12:00:00 AM,,Downtown,7,West,Americans for Refugees and Immigrants,275.0
