Application Date,Permit Status,Permit Type,Event Category,Event Sub-Category,Name of Event,Year-Month-App.,Event Start Date,Event End Date,Event Location - Park,Event Location - Neighborhood,Council District,Precinct,Organization,Attendance
,Complete,Special Event,Athletic,Run/Walk,Good Karma,S15SE035,09/13/2015 12:00:00 AM,09/13/2015 12:00:00 AM,Seward Park,Seward Park,2,South,Run for Good Racing Co.,850
,Complete,Special Event,Athletic,Cycling,Bike N Brews El Norte,S15SE057,09/13/2015 12:00:00 AM,09/13/2015 12:00:00 AM,Myrtle Edwards Park,Downtown,7,North;West,Cascade Bicycle Club,800
,Cancelled,Special Event,Community,,West Seattle Car Show,S15SE072,09/13/2015 12:00:00 AM,09/13/2015 12:00:00 AM,,West Seattle,1,Southwest,Monumental Undertaking,2700
,Complete,Special Event,Commercial,,Fremont Oktoberfest,S15SE077,09/18/2015 12:00:00 AM,09/20/2015 12:00:00 AM,,Fremont,6,North,Fremont Chamber of Commerce,16450
,Complete,Special Event,Athletic,Run/Walk,Fremont Oktoberfest 5K,S15SE078,09/20/2015 12:00:00 AM,09/20/2015 12:00:00 AM,,Fremont,6,North,Bold Hat Productions,1230
,Complete,Special Event,Community,,Sounders FC March to the Match (9.5),S15SE108,09/05/2015 12:00:00 AM,09/05/2015 12:00:00 AM,Occidental Park,Pioneer Square,2;7,West,The Seattle Sounders FC,705
,Complete,Special Event,Mixed Free Speech,,San Gennaro Festival,S15SE125,09/11/2015 12:00:00 AM,09/13/2015 12:00:00 AM,,Georgetown,2,South,San Gennaro Foundation - Seattle,1700
,Cancelled,Special Event,Community,,1077 The End's Sounders Tailgater,S15SE193,09/05/2015 12:00:00 AM,09/05/2015 12:00:00 AM,,Sodo,2,West,Entercome Seattle 107.7 The End,520
,Complete,Special Event,Community,,St. Therese Alumni Reunion Block Party,S15SE263,09/12/2015 12:00:00 AM,09/12/2015 12:00:00 AM,,Madrona,3,East,St. Therese Alumni Reunion Committee,550
,Complete,Special Event,Community,,CBS Radio Hometown Hangar (9.27),S15SE275,09/27/2015 12:00:00 AM,09/27/2015 12:00:00 AM,,Sodo,2,South,CBS Seattle,770
,Complete,Special Event,Community,,Bite of Broadview,S15SE292,09/25/2015 12:00:00 AM,09/27/2015 12:00:00 AM,,Northgate,5,North,Christ the King Catholic Church,1990
,Complete,Special Event,Community,,St. Benedict Wallingford Wurst Festival,S15SE293,09/18/2015 12:00:00 AM,09/19/2015 12:00:00 AM,,Wallingford,4,North,St. Benedict Parish & School,4800
,Complete,Special Event,Community,,Harvest Fair,S15SE299,09/12/2015 12:00:00 AM,09/12/2015 12:00:00 AM,,Wallingford,4,North,Tilth Producers of Washington & Seattle Tilth,3400
,Complete,Special Event,Community,,Central Area Block Party,S15SE307,09/12/2015 12:00:00 AM,09/12/2015 12:00:00 AM,,Central District,3,East,23rd Avenue Action Community Team (ACT),1560
,Complete,Special Event,Athletic,Run/Walk,The Susan G. Komen Seattle 3-Day,S15SE327,09/18/2015 12:00:00 AM,09/20/2015 12:00:00 AM,,Queen Anne,2;3;4;7,West,"The Susan G. Komen Breast Cancer Foundation, Inc. d/b/a Susan G. Komen",1300
,Complete,Special Event,Athletic,Run/Walk,Women of Wonder 10K & 5K Run & Walk,S15SE344,09/13/2015 12:00:00 AM,09/13/2015 12:00:00 AM,Greenlake Park,Green Lake,6,North,"Pro-Motion Events, Inc.",2250
,Complete,Special Event,Community,,Fiestas Patrias Parade,S15SE346,09/19/2015 12:00:00 AM,09/19/2015 12:00:00 AM,South Park Community Center,South Park,1,Southwest,Sea Mar Community Health Centers,650
,Complete,Special Event,Community,,Day in the Park,S15SE352,09/13/2015 12:00:00 AM,09/13/2015 12:00:00 AM,Mount Baker Park,Mount Baker,2;3,South,Mount Baker Community Club,350
,Complete,Special Event,Community,,Mount Baker Town Center - The Design for Equity Street Festival,S15SE354,09/20/2015 12:00:00 AM,09/20/2015 12:00:00 AM,,Rainier Valley,2,South,Friends of Mount Baker Town Center,315
12/09/2015 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,See Jane Run Women's Half Marathon and 5K,S16JY044,07/10/2016 12:00:00 AM,07/10/2016 12:00:00 AM,Gas Works Park,Multiple Neighborhoods,3,North,See Jane Run,4500
01/07/2016 12:00:00 AM,Complete,Special Event,Commercial,,Capitol Hill Block Party,S16JY046,07/22/2016 12:00:00 AM,07/24/2016 12:00:00 AM,,Capitol Hill,3,East,Independent Event Solutions,27000
01/21/2016 12:00:00 AM,Complete,Special Event,Community,,Sounders FC March to the Match (7.09),S16JY074,07/09/2016 12:00:00 AM,07/09/2016 12:00:00 AM,,Pioneer Square,3,West,Seattle Sounders FC,705
01/21/2016 12:00:00 AM,Complete,Special Event,Community,,Sounders FC March to the Match (7.13),S16JY075,07/13/2016 12:00:00 AM,07/13/2016 12:00:00 AM,,Pioneer Square,3,West,Seattle Sounders FC,705
01/21/2016 12:00:00 AM,Complete,Special Event,Community,,Sounders FC March to the Match (7.31),S16JY076,07/31/2016 12:00:00 AM,07/31/2016 12:00:00 AM,,Pioneer Square,3,West,Seattle Sounders FC,705
02/01/2016 12:00:00 AM,Complete,Special Event,Community,,West Seattle Grand Parade,S16JY098,07/23/2016 12:00:00 AM,07/23/2016 12:00:00 AM,,West Seattle,1,West,Rotary Foundation of West Seattle,3500
02/02/2016 12:00:00 AM,Complete,Special Event,Athletic,Other,The Four-Twenty Games Seattle,S16JY106,07/31/2016 12:00:00 AM,07/31/2016 12:00:00 AM,Magnuson Park,Sand Point,4,North,The Four-Twenty Games,600
02/16/2016 12:00:00 AM,Complete,Special Event,Community,,Wallingford Family Parade,S16JY112,07/09/2016 12:00:00 AM,07/09/2016 12:00:00 AM,,Wallingford,4,North,Wallingford Chamber of Commerce,1525
02/08/2016 12:00:00 AM,Complete,Special Event,Community,,Wedgwood Art Festival,S16JY113,07/09/2016 12:00:00 AM,07/10/2016 12:00:00 AM,,Wedgwood,5,North,"Strazzanti Enterprisies, LLC",4148
02/11/2016 12:00:00 AM,Cancelled,Special Event,Athletic,Other,Bat 'N' Rouge,S16JY123,07/24/2016 12:00:00 AM,07/24/2016 12:00:00 AM,,Capitol Hill,3,East,Seattle Area Support Groups,330
02/22/2016 12:00:00 AM,Complete,Special Event,Community,,Greenwood Seafair Parade,S16JY149,07/27/2016 12:00:00 AM,07/27/2016 12:00:00 AM,,Greenwood,6,North,Phinney Neighborhood Assn,4500
03/01/2016 12:00:00 AM,Complete,Special Event,Commercial,,Uwajimaya Natsu Matsuri Summer Food Festival,S16JY153,07/09/2016 12:00:00 AM,07/10/2016 12:00:00 AM,,International District,2,West,Uwajimaya Grocery Store,595
03/08/2016 12:00:00 AM,Complete,Special Event,Community,,Bite of Seattle (Street Use/No Parking),S16JY165,07/11/2016 12:00:00 AM,07/18/2016 12:00:00 AM,,Queen Anne,4,West,Festivals Inc,1150
03/10/2016 12:00:00 AM,Complete,Special Event,Community,,FREE Bike Party,S16JY166,07/03/2016 12:00:00 AM,07/03/2016 12:00:00 AM,,Ballard,6,North,"Seattle Bike Blog, LLC",770
03/16/2016 12:00:00 AM,Complete,Special Event,Community,,Bon Odori Festival,S16JY180,07/16/2016 12:00:00 AM,07/17/2016 12:00:00 AM,,International District,2,West,Seattle Buddhist Church,4900
03/18/2016 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Goodwill Refuse to Abuse 5K at Safeco Field,S16JY191,07/09/2016 12:00:00 AM,07/09/2016 12:00:00 AM,,Sodo,2,South,Washington State Coalition Against Domestic Violence,2000
03/22/2016 12:00:00 AM,Complete,Special Event,Community,,Alki Art Fair,S16JY199,07/23/2016 12:00:00 AM,07/24/2016 12:00:00 AM,,West Seattle,1,West,Alki Art Fair,8180
03/28/2016 12:00:00 AM,Complete,Special Event,Community,,Go Klondike Legacy Day 2016,S16JY209,07/17/2016 12:00:00 AM,07/17/2016 12:00:00 AM,,Pioneer Square,7,South,"Friends of the Klondike Corridor, Inc.",820
03/30/2016 12:00:00 AM,Complete,Special Event,Community,,Lake Union Wooden Boat Festival,S16JY218,07/02/2016 12:00:00 AM,07/04/2016 12:00:00 AM,,South Lake Union,3,West,The Center for Wooden Boats,9750
03/31/2016 12:00:00 AM,Complete,Special Event,Community,,Craig Wilson Queen Anne Days,S16JY221,07/09/2016 12:00:00 AM,07/09/2016 12:00:00 AM,,Queen Anne,4,West,The Queen AnneCamber of Commerce,530
12/16/2015 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,F5 St. Patrick's Day Dash,S16MR027,03/13/2016 12:00:00 AM,03/13/2016 12:00:00 AM,,Queen Anne,7,West,Detlef Schrempf Foundation,10300
12/28/2015 12:00:00 AM,Complete,Special Event,Community,,St. Patrick's Day Parade,S16MR038,03/12/2016 12:00:00 AM,03/12/2016 12:00:00 AM,,Downtown,7,West,Irish Heritage Club,4700
12/28/2015 12:00:00 AM,Complete,Special Event,Community,,Green Stripe,S16MR039,03/11/2016 12:00:00 AM,03/11/2016 12:00:00 AM,,Downtown,7,West,Irish Heritage Club,150
12/11/2015 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Hot Chocolate 15K/5K,S16MR043,03/06/2016 12:00:00 AM,03/06/2016 12:00:00 AM,Seattle Center,Queen Anne,4;6;7,West,Ram Racing,7200
01/20/2016 12:00:00 AM,Complete,Special Event,Commercial,,Kells 34th Annual St.  Patrick's Day Festival,S16MR057,03/17/2016 12:00:00 AM,03/17/2016 12:00:00 AM,,Downtown,7,West,Kells Irish Restaurant & Bar,290
01/21/2016 12:00:00 AM,Complete,Special Event,Community,,Sounders FC March to the Match (3.06),S16MR066,03/06/2016 12:00:00 AM,03/06/2016 12:00:00 AM,,Pioneer Square,3,West,Seattle Sounders FC,705
,Complete,Special Event,Community,,"""Eats and Beats"" at IBM Plaza",S15SE364,09/01/2015 12:00:00 AM,09/01/2015 12:00:00 AM,,Downtown,7,West,Seafair,200
,Complete,Special Event,Community,,"""Eats and Beats"" at IBM Plaza",S15SE365,09/08/2015 12:00:00 AM,09/08/2015 12:00:00 AM,,Downtown,7,West,Seafair,200
,Complete,Special Event,Community,,2015 Seattle Design Festival Block Party,S15SE368,09/12/2015 12:00:00 AM,09/13/2015 12:00:00 AM,,Pioneer Square,7,West,Design in Public (Pacific Northwest Center for Architecture and Design),950
,Complete,Special Event,Commercial,,American Express Game Day Event,S15SE378,09/27/2015 12:00:00 AM,09/27/2015 12:00:00 AM,,Occidential Park,2,West,Momentum Worldwide,1100
,Complete,Special Event,Community,,Van Haven,S15SE379,09/12/2015 12:00:00 AM,09/12/2015 12:00:00 AM,,Georgetown,2,South,TNE Network,550
,Complete,Special Event,Commercial,,Fuel Outdoor Beer Garden (9.27),S15SE382,09/27/2015 12:00:00 AM,09/27/2015 12:00:00 AM,,Pioneer Square,7,West,Fuel Sports Eats and Beats,420
,Complete,Special Event,Commercial,,Boats Afloat Show,S15SE383,09/16/2015 12:00:00 AM,09/20/2015 12:00:00 AM,,South Lake Union,3,West,Northwest Yacht Brokers Association,6350
,Cancelled,Special Event,Commercial,,Zulu Radio 10th Anniversary,S15SE386,09/26/2015 12:00:00 AM,09/26/2015 12:00:00 AM,,Downtown,7,West,Friends of Waterfront Seattle and 206 Zulu,160
,Complete,Special Event,Community,,"Seattle Summer Parkways, Central District",S15SE388,09/12/2015 12:00:00 AM,09/12/2015 12:00:00 AM,,Central District,3,East,Seattle Department of Transportation,2150
,Complete,Special Event,Community,,"Seattle Summer Parkways, Ballard",S15SE389,09/19/2015 12:00:00 AM,09/19/2015 12:00:00 AM,,Ballard,6,North,Seattle Department of Transportation,2150
,Complete,Special Event,Athletic,Water,Seattle Row for the Cure 2015,S15SE396,09/20/2015 12:00:00 AM,09/20/2015 12:00:00 AM,,Multiple Neighborhoods,3;7,North,George Pocock Rowing Foundation,750
,Complete,Special Event,Community,,Sounders FC March to the Match (9.23),S15SE398,09/23/2015 12:00:00 AM,09/23/2015 12:00:00 AM,Occidental Park,Pioneer Square,2;7,West,The Seattle Sounders FC,705
,Complete,Special Event,Athletic,Run/Walk,End AIDS Walk & 5K Run 2015,S15SE400,09/26/2015 12:00:00 AM,09/26/2015 12:00:00 AM,Volunteer Park,Capitol Hill,3,East,Lifelong,2650
,Complete,Special Event,Community,,Beacon Art Walkabout,S15SE403,09/12/2015 12:00:00 AM,09/12/2015 12:00:00 AM,Stevens Place Park,Beacon Hill,2,South,Beacon Hill Merchants Association,225
,Complete,Special Event,Community,,Sustainable Ballard Festival,S15SE416,09/19/2015 12:00:00 AM,09/19/2015 12:00:00 AM,,Ballard,6,North,Sustainable Ballard,4100
,Complete,Special Event,Community,,Holy Family Community Street Fair,S15SE417,09/12/2015 12:00:00 AM,09/13/2015 12:00:00 AM,,West Seattle,1,Southwest,Holy Family Catholic Parish,1490
,Complete,Special Event,Community,,UW Husky Marching Band Pre-Game Rally (9.18),S15SE418,09/18/2015 12:00:00 AM,09/18/2015 12:00:00 AM,,UW Husky Campus,4,North,University of Washington Husky Marching Band,240
,Complete,Special Event,Community,,UW Husky Marching Band Pre-Game Rally (9.25),S15SE419,09/25/2015 12:00:00 AM,09/25/2015 12:00:00 AM,,UW Husky Campus,4,North,University of Washington Husky Marching Band,240
,Complete,Special Event,Community,,Night Market and Autumn Moon Festival,S15SE426,09/12/2015 12:00:00 AM,09/12/2015 12:00:00 AM,,International District,2,West,Chinatown International District Business Improvement Area,5100
,Complete,Special Event,Commercial,,Sameer & Jenna's Wedding Procession,S15SE444,09/05/2015 12:00:00 AM,09/05/2015 12:00:00 AM,,Downtown,7,West,Sameer Rayachoti,150
,Complete,Special Event,Commercial,,Seattle Education Association Meeting,S15SE449,09/03/2015 12:00:00 AM,09/03/2015 12:00:00 AM,,Downtown,7,West,Benaroya Hall,2950
,Complete,Special Event,Community,,Art Walk Rainier Beach,S15SE450,09/05/2015 12:00:00 AM,09/05/2015 12:00:00 AM,,Rainier Valley,2,South,Rainer Beach Merchants Assn & SEED,2600
,Complete,Valet Parking,,,Red Carpet Valet - Coeterie Room,S15SE451,09/18/2015 12:00:00 AM,09/18/2015 12:00:00 AM,,Downtown,7,West,Red Carpet Valet,20
,Complete,Valet Parking,,,Red Carpet Valet - Showbox SODO,S15SE452,09/18/2015 12:00:00 AM,09/18/2015 12:00:00 AM,,Sodo,2,South,Red Carpet Valet,50
,Complete,Special Event,Community,,Leschi Community Festival,S15SE455,09/12/2015 12:00:00 AM,09/12/2015 12:00:00 AM,,Leschi,3,West,Leschi Business Association/Leschi Community Council,330
,Complete,Special Event,Free Speech,,"Welcome  President of PR China, Jinping Xi",S15SE456,09/22/2015 12:00:00 AM,09/24/2015 12:00:00 AM,,Downtown,7,West,Seattle Chinese Association,500
,Complete,Special Event,Free Speech,,March to Support Our Teachers,S15SE458,09/15/2015 12:00:00 AM,09/15/2015 12:00:00 AM,,Sodo,2,South,Jennifer Monahan deMella,200
,Complete,Special Event,Commercial,,SEA General Membership Meeting,S15SE463,09/20/2015 12:00:00 AM,09/20/2015 12:00:00 AM,,Downtown,7,West,Benaroya Hall,2350
,Complete,Special Event,Free Speech,,Falun Dafa Association of WA Protest,S15SE466,09/22/2015 12:00:00 AM,09/24/2015 12:00:00 AM,,Downtown,7,West,Falun Dafa Association of WA,150
12/15/2015 12:00:00 AM,Complete,Special Event,Athletic,Cycling,Emerald City Bicycle Ride,S16AP025,04/03/2016 12:00:00 AM,04/03/2016 12:00:00 AM,,University District,2;3,North,Cascade Bicycle Club,6300
12/21/2015 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Seattle Magazine Brunch Run,S16AP033,04/02/2016 12:00:00 AM,04/02/2016 12:00:00 AM,Magnuson Park,Sand Point,4,North,Run for Good Racing Co./5 Focus,900
01/08/2016 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Walk MS/Run MS,S16AP049,04/10/2016 12:00:00 AM,04/10/2016 12:00:00 AM,,University District,4,North,National MS Society - Greater NW Chapter,4000
01/12/2016 12:00:00 AM,Complete,Special Event,Athletic,Other,Seattle Urban Trek,S16AP053,04/23/2016 12:00:00 AM,04/23/2016 12:00:00 AM,Waterfront park,Downtown,7,West,"Seattle Sports Commission, a department of Visit Seattle",550
01/15/2016 12:00:00 AM,Complete,Special Event,Commercial,,WE Day Seattle 2016,S16AP054,04/20/2016 12:00:00 AM,04/20/2016 12:00:00 AM,,Queen Anne,7,West,Free the Children/WE Day,26200
01/21/2016 12:00:00 AM,Complete,Special Event,Community,,Sounders FC March to the Match (4.02),S16AP068,04/02/2016 12:00:00 AM,04/02/2016 12:00:00 AM,,Pioneer Square,3,West,Seattle Sounders FC,705
01/21/2016 12:00:00 AM,Complete,Special Event,Community,,Sounders FC March to the Match (4.16),S16AP069,04/16/2016 12:00:00 AM,04/16/2016 12:00:00 AM,,Pioneer Square,3,West,Seattle Sounders FC,705
01/21/2016 12:00:00 AM,Complete,Special Event,Community,,Sounders FC March to the Match (4.30),S16AP070,04/30/2016 12:00:00 AM,04/30/2016 12:00:00 AM,,Pioneer Square,3,West,Seattle Sounders FC,705
01/26/2016 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,March of Dimes - March for Babies,S16AP091,04/29/2016 12:00:00 AM,04/30/2016 12:00:00 AM,,Queen Anne,7,West,March of Dimes,4110
01/28/2016 12:00:00 AM,Complete,Special Event,Free Speech,,Cannabis Freedom March/Rally,S16AP095,04/30/2016 12:00:00 AM,04/30/2016 12:00:00 AM,,Capitol Hill,3;7,East;West,Cannabis Defense Coalition,530
01/28/2016 12:00:00 AM,Complete,Special Event,Commercial,,LAN Syndicate,S16AP096,04/15/2016 12:00:00 AM,04/17/2016 12:00:00 AM,,Sand Point,4,North,"Tek Syndicate, LLC",1560
02/04/2016 12:00:00 AM,Cancelled,Special Event,Free Speech,,Pilgrimage Day,S16AP110,04/13/2016 12:00:00 AM,04/13/2016 12:00:00 AM,,Central District,3,East,Western Washington Catholic Charismatic Renewal,120
02/05/2016 12:00:00 AM,Complete,Special Event,Community,,Green Lake Food Walk,S16AP111,04/30/2016 12:00:00 AM,04/30/2016 12:00:00 AM,,Green Lake,6,North,Shelter Lounge Green Lake,260
02/10/2016 12:00:00 AM,Complete,Special Event,Commercial,,NFFTY 2016 Opening Night,S16AP122,04/28/2016 12:00:00 AM,04/28/2016 12:00:00 AM,,Downtown,7,West,The Talented Youth (AKA NFFTY),750
02/16/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Teatro Zin Zani,S16AP129,04/02/2016 12:00:00 AM,04/02/2016 12:00:00 AM,,Downtown,7,West,Red Carpet Valet,125
02/16/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - PAWS,S16AP130,04/09/2016 12:00:00 AM,04/09/2016 12:00:00 AM,,Wallingford,4,North,Red Carpet Valet,200
02/18/2016 12:00:00 AM,Complete,Special Event,Community,,Cornish College of the Arts BFA Expo 2016,S16AP137,04/29/2016 12:00:00 AM,04/29/2016 12:00:00 AM,,Downtown,2,West,Cornish College of the Arts,450
02/19/2016 12:00:00 AM,Complete,Special Event,Community,,WSDOT SR520 Public Grand Opening,S16AP138,04/02/2016 12:00:00 AM,04/02/2016 12:00:00 AM,,University District,4,North,Washington State Department of Transportation,50500
02/19/2016 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,GO LONG SR520 Floating Bridge Run,S16AP139,04/02/2016 12:00:00 AM,04/02/2016 12:00:00 AM,,University District,3;4,North,GO LONG SR520 Floating Bridge Run,8500
03/04/2016 12:00:00 AM,Complete,Special Event,Community,,Alley Activation Event,S16AP158,04/09/2016 12:00:00 AM,04/09/2016 12:00:00 AM,,University District,4,North,The U District Partnership,110
03/07/2016 12:00:00 AM,Complete,Special Event,Commercial,,National Geographic Live (4.12),S16AP161,04/12/2016 12:00:00 AM,04/12/2016 12:00:00 AM,,Downtown,7,West,Benaroya Hall,1400
03/17/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Ferguson Construction,S16AP182,04/28/2016 12:00:00 AM,04/28/2016 12:00:00 AM,,Sodo,2,South,Red Carpet Valet,100
03/17/2016 12:00:00 AM,Complete,Special Event,Athletic,Water,WSU OSU Dual,S16AP186,04/09/2016 12:00:00 AM,04/09/2016 12:00:00 AM,,Portage Bay,3;4,North;South,University of Washington Rowing,5500
03/17/2016 12:00:00 AM,Complete,Special Event,Athletic,Water,Husky Open,S16AP189,04/02/2016 12:00:00 AM,04/02/2016 12:00:00 AM,,Portage Bay,3;4,North;South,University of Washington Rowing,700
03/21/2016 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Top Pot Doughnut Dash,S16AP196,04/24/2016 12:00:00 AM,04/24/2016 12:00:00 AM,,Green Lake,6,North,Top Pot Doughnut Dash,2250
03/21/2016 12:00:00 AM,Complete,Special Event,Free Speech,,Protest anti Barnevernet CPA in Norway,S16AP198,04/16/2016 12:00:00 AM,04/16/2016 12:00:00 AM,,Downtown,7,West,First Romanian Pentecostal Church,950
03/24/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Sole Repair,S16AP201,04/07/2016 12:00:00 AM,04/07/2016 12:00:00 AM,,Capitol Hill,3,East,Red Carpet Valet,25
03/25/2016 12:00:00 AM,Complete,Special Event,Free Speech,,Fast for Justice,S16AP204,04/14/2016 12:00:00 AM,04/14/2016 12:00:00 AM,,Capitol Hill,3,East,SEIU Local 925,60
03/28/2016 12:00:00 AM,Complete,Special Event,Community,,Northwest School Spring ArtsFest,S16AP206,04/07/2016 12:00:00 AM,04/07/2016 12:00:00 AM,,Capitol Hill,3,East,The Northwest School,600
03/30/2016 12:00:00 AM,Complete,Special Event,Free Speech,,Indigenous People Standing Against Disenrollment,S16AP216,04/18/2016 12:00:00 AM,04/18/2016 12:00:00 AM,,Downtown,7,West,Indigenous People Standing Against Disenrollment,410
03/31/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Jessica Atkinson (4.8),S16AP219,04/08/2016 12:00:00 AM,04/08/2016 12:00:00 AM,,Downtown,7,West,Red Carpet Valet,75
03/31/2016 12:00:00 AM,Complete,Special Event,Commercial,,Tableau Software,S16AP222,04/19/2016 12:00:00 AM,04/19/2016 12:00:00 AM,,Wallingford,4,North,Fremont Studios,230
04/04/2016 12:00:00 AM,Complete,Special Event,Commercial,,SPU High School Campus Visit Day,S16AP226,04/07/2016 12:00:00 AM,04/08/2016 12:00:00 AM,,Queen Anne,7,West,Seattle Pacific University,900
04/05/2016 12:00:00 AM,Complete,Special Event,Community,,12th Ave Square Park Dedication,S16AP227,04/14/2016 12:00:00 AM,04/14/2016 12:00:00 AM,,Central District,3,West,Seattle Parks and Recreation,110
04/06/2016 12:00:00 AM,Complete,Special Event,Commercial,,MOTHER'S DAY MOVIE PREMIER AT CINERAMA,S16AP229,04/25/2016 12:00:00 AM,04/25/2016 12:00:00 AM,,Downtown,7,West,The Film School,500
04/06/2016 12:00:00 AM,Complete,Special Event,Free Speech,,Homeless Rally and March,S16AP232,04/23/2016 12:00:00 AM,04/23/2016 12:00:00 AM,,Pioneer Square,7,South,Lisa Sawyer/Sharon Jones,60
12/08/2015 12:00:00 AM,In Process,Special Event,Mixed Free Speech,,Seattle Hempfest 2016,S16AU008,08/19/2016 12:00:00 AM,08/21/2016 12:00:00 AM,Myrtle Edwards Park,Downtown,7,West,Seattle Events A Non-Profit Corporation,108000
12/03/2015 12:00:00 AM,Complete,Special Event,Community,,The 2016 Belltown Bash,S16AU017,08/02/2016 12:00:00 AM,08/02/2016 12:00:00 AM,,Belltown,3,West,"CWD Group, Inc.",640
12/03/2015 12:00:00 AM,Complete,Special Event,Athletic,Water,Swim for Life,S16AU022,08/17/2016 12:00:00 AM,08/17/2016 12:00:00 AM,Madison Park,Madison Park,3,East,Bloodworks Northwest (formerly Puget Sound Blood Center),350
12/07/2015 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Alki Beach Run,S16AU023,08/28/2016 12:00:00 AM,08/28/2016 12:00:00 AM,Anchor Park,West Seattle,1,Southwest,Northwest Hope and Healing Foundation,1400
12/20/2015 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Lake Union 10K,S16AU031,08/14/2016 12:00:00 AM,08/14/2016 12:00:00 AM,,Multiple Neighborhoods,4;7,North,Run for Good Racing Co./5 Focus,1300
12/09/2015 12:00:00 AM,Complete,Special Event,Community,,St. Therese Alumni Reunion Summer Block Party 2016,S16AU035,08/20/2016 12:00:00 AM,08/20/2016 12:00:00 AM,,Madrona,3,East,St. Therese Alumni Reunion Planning Committee,550
04/05/2016 12:00:00 AM,Complete,Special Event,Community,,BEGO Ethiopian Cultural Music and Arts Festival,S16AU050,08/14/2016 12:00:00 AM,08/14/2016 12:00:00 AM,,Central District,2,East,BEGO,950
01/20/2016 12:00:00 AM,Complete,Special Event,Athletic,Water,Park to Park Swim,S16AU056,08/21/2016 12:00:00 AM,08/21/2016 12:00:00 AM,,Sand Point,4,North,Seattle Children's Hospital Guild Association,375
01/21/2016 12:00:00 AM,Complete,Special Event,Community,,Sounders FC March to the Match (8.14),S16AU077,08/14/2016 12:00:00 AM,08/14/2016 12:00:00 AM,,Pioneer Square,3,West,Seattle Sounders FC,705
01/21/2016 12:00:00 AM,Complete,Special Event,Community,,Sounders FC March to the Match (8.21),S16AU078,08/21/2016 12:00:00 AM,08/21/2016 12:00:00 AM,,Pioneer Square,3,West,Seattle Sounders FC,705
02/09/2016 12:00:00 AM,Cancelled,Special Event,Commercial,,Slide the City,S16AU116,08/27/2016 12:00:00 AM,08/27/2016 12:00:00 AM,,Queen Anne,7,West,Slide the City LLC,6500
02/09/2016 12:00:00 AM,Complete,Special Event,Community,,South Lake Union Block Party,S16AU118,08/12/2016 12:00:00 AM,08/12/2016 12:00:00 AM,,South Lake Union,7,West,Vulcan Inc.,3025
03/02/2016 12:00:00 AM,Cancelled,Special Event,Athletic,Run/Walk,Women of Wonder Triathlon,S16AU155,08/20/2016 12:00:00 AM,08/21/2016 12:00:00 AM,,Mount Baker,2;3,South,"Pro-Motion Events, Inc.",2700
03/10/2016 12:00:00 AM,Complete,Special Event,Commercial,,Facebook Seattle at GasWorks Park,S16AU170,08/19/2016 12:00:00 AM,08/19/2016 12:00:00 AM,,Wallingford,4,North,Facebook Seattle,1050
03/14/2016 12:00:00 AM,Complete,Special Event,Commercial,,Belltown Arts Revue,S16AU175,08/20/2016 12:00:00 AM,08/20/2016 12:00:00 AM,,Belltown,7,West,Under the Needle Tattoo,400
03/17/2016 12:00:00 AM,Complete,Special Event,Community,,Seattle Street Food Festival,S16AU187,08/19/2016 12:00:00 AM,08/21/2016 12:00:00 AM,,South Lake Union,7,West,Piranha Blonde Interactive,25220
03/21/2016 12:00:00 AM,Cancelled,Special Event,Athletic,Run/Walk,"UNCF Walk, Run, Bike for Education",S16AU195,08/20/2016 12:00:00 AM,08/20/2016 12:00:00 AM,,Central District,3,East,UNCF (United Negro College Fund),250
03/29/2016 12:00:00 AM,Complete,Special Event,Community,,Magnolia Summerfest and Art Show,S16AU211,08/05/2016 12:00:00 AM,08/07/2016 12:00:00 AM,,Magnolia,7,West,magnolia chamber of commerce,6808
03/29/2016 12:00:00 AM,Complete,Special Event,Community,,Magnolia Seafair Parade and Kid's Parade,S16AU212,08/06/2016 12:00:00 AM,08/06/2016 12:00:00 AM,,Magnolia,7,West,Magnolia Chamber of Commerce,4800
03/31/2016 12:00:00 AM,Complete,Special Event,Community,,SalmonFest Seattle 2016,S16AU224,08/05/2016 12:00:00 AM,08/07/2016 12:00:00 AM,,Lake City,5,North,North Seattle Chamber of Commerce,10120
